Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result,Average_Score,Study_Efficiency,Attendance_Category
1314,Fatema Khan,14.0,male,chattogram,7,83.9,2.4,85.0,43.0,62.0,190.0,secondary,no,fail,63.333333333333336,55.88235294117647,High
2372,Tanvir Hossain,11.0,female,mymensingh,7,85.8,0.3,48.0,72.0,64.0,184.0,illiterate,yes,pass,61.333333333333336,141.53846153846155,High
3424,Bristi Das,18.0,female,chattogram,6,81.0,1.8,85.0,92.0,40.0,217.0,primary,no,pass,72.33333333333333,77.5,High
6801,Bristi Chowdhury,13.0,other,rajshahi,7,81.6,2.6,45.0,56.0,74.0,175.0,graduate,no,fail,58.333333333333336,48.61111111111111,High
6141,Riya Rahman,17.0,male,rangpur,7,73.4,1.9,92.0,59.0,33.0,184.0,primary,no,fail,61.333333333333336,63.44827586206897,Medium
8829,Hasan Ahmed,15.0,female,sylhet,10,67.5,3.0,54.0,72.0,84.0,210.0,postgraduate,yes,fail,70.0,52.5,Medium
5998,Riya Islam,18.0,male,barishal,7,76.6,2.2,54.0,64.0,50.0,168.0,secondary,yes,fail,56.0,52.5,Medium
7401,Ayesha Rahman,18.0,male,chattogram,6,82.3,3.0,99.0,72.0,45.0,216.0,secondary,no,fail,72.0,54.0,High
7860,Rafi Sarker,13.0,male,mymensingh,9,88.4,0.1,59.0,50.0,70.0,179.0,unknown,no,fail,59.666666666666664,162.72727272727272,High
2567,Kabir Chowdhury,13.0,other,rajshahi,8,92.5,3.4,85.0,58.0,60.0,203.0,primary,yes,pass,67.66666666666667,46.13636363636363,High
6501,Jannat Ahmed,18.0,other,rajshahi,6,88.3,3.4,90.0,50.0,38.0,178.0,graduate,yes,pass,59.333333333333336,40.45454545454545,High
3446,Jannat Talukder,16.0,male,sylhet,6,94.6,3.7,62.0,54.0,45.0,161.0,primary,yes,pass,53.666666666666664,34.25531914893617,High
793,Anik Ahmed,11.0,male,khulna,7,83.9,4.5,49.0,47.0,31.0,127.0,primary,yes,fail,42.333333333333336,23.09090909090909,High
6124,Mitu Talukder,13.0,other,dhaka,9,91.8,0.3,37.0,35.0,82.0,154.0,postgraduate,yes,pass,51.333333333333336,118.46153846153845,High
2566,Ayesha Talukder,11.0,male,rajshahi,10,83.5,2.9,53.0,56.0,78.0,187.0,unknown,yes,pass,62.333333333333336,47.94871794871795,High
2835,Sohan Sarker,15.0,other,chattogram,10,75.1,2.2,75.0,71.0,35.0,181.0,primary,yes,pass,60.333333333333336,56.5625,Medium
6232,Rakib Sarker,15.0,male,rangpur,7,83.0,2.6,83.0,34.0,91.0,208.0,unknown,yes,pass,69.33333333333333,57.77777777777778,High
4741,Mim Khan,13.0,female,mymensingh,9,65.1,3.0,99.0,32.0,62.0,193.0,higher secondary,yes,pass,64.33333333333333,48.25,Medium
3807,Priya Khan,14.0,other,chattogram,8,73.4,3.4,72.0,59.0,55.0,186.0,graduate,yes,fail,62.0,42.272727272727266,Medium
1696,Priya Chowdhury,12.0,female,rangpur,8,70.9,1.1,45.0,48.0,58.0,151.0,primary,no,fail,50.333333333333336,71.9047619047619,Medium
4148,Karim Chowdhury,16.0,other,khulna,7,84.0,4.4,97.0,44.0,55.0,196.0,secondary,no,pass,65.33333333333333,36.29629629629629,High
7691,Kabir Ahmed,16.0,other,dhaka,7,79.5,2.5,41.0,93.0,92.0,226.0,graduate,no,fail,75.33333333333333,64.57142857142857,Medium
8962,Imran Chowdhury,14.0,male,rangpur,9,81.4,5.2,93.0,53.0,45.0,191.0,unknown,yes,pass,63.666666666666664,30.806451612903224,High
9698,Bristi Chowdhury,11.0,female,dhaka,7,69.1,2.8,92.0,31.0,52.0,175.0,secondary,yes,fail,58.333333333333336,46.05263157894737,Medium
7840,Fatema Hossain,17.0,female,rangpur,8,97.1,3.0,57.0,35.0,90.0,182.0,higher secondary,no,fail,60.666666666666664,45.5,High
1779,Unknown,12.0,female,chattogram,7,68.2,2.0,77.0,78.0,82.0,237.0,primary,no,fail,79.0,79.0,Medium
2056,Jannat Hossain,14.0,other,barishal,6,75.6,5.1,98.0,66.0,56.0,220.0,illiterate,yes,fail,73.33333333333333,36.0655737704918,Medium
4771,Hasan Chowdhury,18.0,male,barishal,6,73.5,5.2,51.0,32.0,75.0,158.0,primary,yes,fail,52.666666666666664,25.483870967741936,Medium
8370,Farhan Khan,13.0,male,rangpur,10,79.1,4.3,53.0,80.0,89.0,222.0,primary,no,fail,74.0,41.88679245283019,Medium
2197,Riya Talukder,17.0,female,khulna,10,75.3,0.9,65.0,58.0,51.0,174.0,primary,no,pass,58.0,91.57894736842105,Medium
9733,Tanvir Ahmed,11.0,male,rangpur,6,88.8,2.9,36.0,43.0,38.0,117.0,primary,no,pass,39.0,30.0,High
6788,Imran Islam,17.0,male,chattogram,9,86.0,3.8,37.0,78.0,35.0,150.0,unknown,no,fail,50.0,31.25,High
3188,Farhan Islam,12.0,other,chattogram,8,84.6,4.9,90.0,69.0,32.0,191.0,illiterate,yes,fail,63.666666666666664,32.3728813559322,High
1628,Farhan Sarker,17.0,male,khulna,10,97.6,6.1,82.0,43.0,81.0,206.0,graduate,no,fail,68.66666666666667,29.014084507042256,High
1332,Rupa Sarker,16.0,female,rajshahi,10,92.5,3.0,58.0,34.0,30.0,122.0,higher secondary,yes,pass,40.666666666666664,30.5,High
2227,Sabbir Akter,17.0,male,khulna,7,91.7,5.6,37.0,99.0,50.0,186.0,primary,no,pass,62.0,28.181818181818183,High
6616,Nusrat Talukder,12.0,other,dhaka,8,68.3,3.4,58.0,53.0,71.0,182.0,postgraduate,no,fail,60.666666666666664,41.36363636363636,Medium
8083,Momo Hossain,18.0,male,barishal,10,85.1,1.5,65.0,40.0,76.0,181.0,postgraduate,yes,pass,60.333333333333336,72.4,High
4493,Rafi Sarker,13.0,male,rangpur,9,70.2,2.2,30.0,38.0,93.0,161.0,graduate,no,pass,53.666666666666664,50.3125,Medium
279,Sabbir Islam,14.0,male,mymensingh,7,87.3,0.7,79.0,96.0,73.0,248.0,graduate,yes,pass,82.66666666666667,145.88235294117646,High
6897,Rupa Rahman,12.0,male,mymensingh,7,84.0,0.6,65.0,80.0,87.0,232.0,secondary,yes,fail,77.33333333333333,145.0,High
4147,Shila Ahmed,16.0,male,chattogram,9,71.9,3.5,61.0,96.0,59.0,216.0,graduate,yes,fail,72.0,48.0,Medium
7148,Arif Das,14.0,female,khulna,8,86.7,3.3,72.0,64.0,48.0,184.0,postgraduate,yes,fail,61.333333333333336,42.79069767441861,High
4519,Sohan Akter,18.0,female,barishal,9,96.4,5.1,81.0,40.0,47.0,168.0,postgraduate,yes,pass,56.0,27.54098360655738,High
7285,Jannat Islam,16.0,male,rangpur,6,77.1,1.0,49.0,35.0,43.0,127.0,primary,no,fail,42.333333333333336,63.5,Medium
9214,Shila Ahmed,18.0,male,rajshahi,8,83.7,2.3,53.0,98.0,80.0,231.0,secondary,no,pass,77.0,70.0,High
1729,Anik Khan,15.0,female,khulna,7,84.0,3.8,75.0,88.0,63.0,226.0,primary,no,fail,75.33333333333333,47.083333333333336,High
662,Nadia Ahmed,11.0,other,sylhet,10,80.9,5.8,69.0,30.0,94.0,193.0,unknown,yes,fail,64.33333333333333,28.38235294117647,High
4909,Sohan Islam,18.0,female,mymensingh,10,74.2,4.8,59.0,92.0,53.0,204.0,primary,yes,pass,68.0,35.17241379310345,Medium
8032,Sabbir Rahman,16.0,female,khulna,8,83.5,4.8,89.0,68.0,30.0,187.0,primary,yes,pass,62.333333333333336,32.241379310344826,High
4159,Nadia Talukder,11.0,male,chattogram,10,83.4,1.3,71.0,68.0,31.0,170.0,primary,yes,fail,56.666666666666664,73.91304347826087,High
435,Hasan Khan,15.0,male,mymensingh,7,89.1,5.2,64.0,77.0,74.0,215.0,illiterate,no,pass,71.66666666666667,34.67741935483871,High
1272,Hasan Akter,16.0,female,rangpur,9,90.9,4.1,65.0,41.0,75.0,181.0,postgraduate,yes,fail,60.333333333333336,35.490196078431374,High
78,Mitu Khan,14.0,female,dhaka,8,77.8,2.7,90.0,83.0,68.0,241.0,primary,no,pass,80.33333333333333,65.13513513513513,Medium
6407,Sabbir Khan,14.0,male,barishal,8,80.6,4.5,41.0,52.0,38.0,131.0,unknown,no,pass,43.666666666666664,23.818181818181817,High
6736,Karim Sarker,13.0,male,sylhet,7,78.2,4.8,39.0,64.0,35.0,138.0,secondary,yes,pass,46.0,23.79310344827586,Medium
1257,Priya Talukder,17.0,female,dhaka,10,75.2,2.5,84.0,43.0,87.0,214.0,graduate,no,pass,71.33333333333333,61.142857142857146,Medium
1047,Hasan Hossain,17.0,other,khulna,9,92.7,2.1,32.0,82.0,60.0,174.0,primary,yes,fail,58.0,56.12903225806451,High
4920,Priya Talukder,17.0,female,rangpur,10,81.8,1.3,47.0,63.0,57.0,167.0,illiterate,yes,fail,55.666666666666664,72.60869565217392,High
2939,Lima Talukder,12.0,female,dhaka,6,79.8,2.9,59.0,59.0,64.0,182.0,unknown,yes,fail,60.666666666666664,46.666666666666664,Medium
2744,Hasan Das,12.0,male,rangpur,8,97.0,3.0,99.0,63.0,80.0,242.0,postgraduate,yes,fail,80.66666666666667,60.5,High
6865,Tanvir Khan,13.0,male,mymensingh,8,84.0,3.4,57.0,79.0,65.0,201.0,primary,yes,pass,67.0,45.68181818181818,High
3785,Jannat Khan,13.0,male,rangpur,10,71.6,1.5,32.0,95.0,56.0,183.0,secondary,no,pass,61.0,73.2,Medium
6655,Sohan Das,12.0,female,sylhet,7,75.5,2.0,63.0,48.0,95.0,206.0,primary,no,pass,68.66666666666667,68.66666666666667,Medium
4782 ,Mitu Hossain,13.0,other,dhaka,10,71.2,2.5,53.0,64.0,59.0,176.0,primary,yes,fail,58.666666666666664,50.285714285714285,Medium
8941,Shila Akter,15.0,male,barishal,6,77.0,4.4,91.0,57.0,84.0,232.0,graduate,yes,pass,77.33333333333333,42.96296296296296,Medium
7750,Jannat Ahmed,13.0,male,mymensingh,8,93.2,3.0,33.0,53.0,85.0,171.0,unknown,no,pass,57.0,42.75,High
547,Bristi Sarker,11.0,other,rajshahi,6,95.0,2.6,65.0,65.0,66.0,196.0,graduate,no,pass,65.33333333333333,54.44444444444444,High
9385,Nusrat Ahmed,14.0,male,chattogram,6,99.0,3.1,62.0,98.0,30.0,190.0,higher secondary,yes,fail,63.333333333333336,46.34146341463415,High
3832,Arif Rahman,15.0,male,dhaka,10,74.7,3.6,88.0,32.0,64.0,184.0,postgraduate,yes,fail,61.333333333333336,40.0,Medium
3916 ,Farhan Hossain,15.0,other,khulna,8,71.9,4.5,85.0,88.0,61.0,234.0,higher secondary,no,fail,78.0,42.54545454545455,Medium
3457,Sadia Chowdhury,17.0,female,dhaka,9,66.4,0.6,93.0,52.0,87.0,232.0,illiterate,no,pass,77.33333333333333,145.0,Medium
4008,Karim Sarker,14.0,female,mymensingh,10,98.8,2.5,32.0,36.0,38.0,106.0,unknown,no,fail,35.333333333333336,30.285714285714285,High
1125,Nusrat Chowdhury,17.0,male,mymensingh,9,82.3,0.8,99.0,91.0,76.0,266.0,graduate,yes,fail,88.66666666666667,147.77777777777777,High
7406,Rupa Khan,16.0,female,mymensingh,9,67.9,3.4,43.0,83.0,50.0,176.0,primary,no,pass,58.666666666666664,40.0,Medium
768,Rakib Ahmed,13.0,other,barishal,10,77.1,3.2,89.0,92.0,86.0,267.0,graduate,yes,pass,89.0,63.57142857142857,Medium
1175,Lima Chowdhury,18.0,male,mymensingh,7,79.6,2.6,52.0,54.0,35.0,141.0,secondary,yes,fail,47.0,39.166666666666664,Medium
8888,Jannat Hossain,13.0,female,mymensingh,10,70.6,3.3,65.0,31.0,99.0,195.0,unknown,no,fail,65.0,45.348837209302324,Medium
7490,Sabbir Khan,16.0,female,khulna,8,81.6,3.1,40.0,85.0,73.0,198.0,higher secondary,yes,pass,66.0,48.29268292682927,High
8434,Tanvir Chowdhury,16.0,other,chattogram,8,90.8,4.0,84.0,61.0,98.0,243.0,graduate,yes,pass,81.0,48.6,High
263,Hasan Sarker,15.0,male,chattogram,6,71.0,2.9,97.0,81.0,56.0,234.0,secondary,no,fail,78.0,60.0,Medium
1020,Jannat Khan,13.0,male,rangpur,6,64.8,2.0,59.0,37.0,86.0,182.0,illiterate,yes,fail,60.666666666666664,60.666666666666664,Medium
5048,Rahim Das,15.0,female,dhaka,8,84.0,2.8,80.0,91.0,78.0,249.0,secondary,yes,fail,83.0,65.52631578947368,High
3875,Mim Ahmed,13.0,other,khulna,9,78.4,1.5,32.0,64.0,65.0,161.0,primary,no,pass,53.666666666666664,64.4,Medium
4739 ,Ayesha Das,12.0,other,rangpur,8,97.6,3.5,93.0,90.0,87.0,270.0,higher secondary,yes,pass,90.0,60.0,High
1013,Rakib Das,16.0,female,mymensingh,6,89.7,3.0,80.0,42.0,73.0,195.0,illiterate,yes,pass,65.0,48.75,High
2241,Rafi Akter,16.0,female,barishal,9,84.0,4.8,92.0,64.0,67.0,223.0,secondary,no,fail,74.33333333333333,38.44827586206897,High
5823,Sabbir Akter,15.0,other,rajshahi,8,81.4,1.3,57.0,76.0,89.0,222.0,primary,no,pass,74.0,96.5217391304348,High
5795,Lima Khan,15.0,other,khulna,10,66.2,3.1,74.0,92.0,35.0,201.0,unknown,yes,fail,67.0,49.024390243902445,Medium
5859,Rafi Talukder,11.0,other,mymensingh,8,84.4,3.0,75.0,78.0,35.0,188.0,primary,yes,fail,62.666666666666664,47.0,High
4457,Shila Sarker,18.0,other,mymensingh,8,79.5,3.0,69.0,60.0,94.0,223.0,graduate,yes,fail,74.33333333333333,55.75,Medium
3869,Shila Ahmed,13.0,male,khulna,7,81.3,2.9,35.0,92.0,64.0,191.0,postgraduate,no,fail,63.666666666666664,48.97435897435898,High
3110,Farhan Ahmed,16.0,other,sylhet,10,85.9,2.7,97.0,68.0,49.0,214.0,unknown,yes,pass,71.33333333333333,57.83783783783784,High
5654,Nadia Das,18.0,other,rajshahi,9,71.2,1.6,92.0,96.0,65.0,253.0,higher secondary,yes,fail,84.33333333333333,97.3076923076923,Medium
5741,rafi sarker,12.0,male,khulna,10,84.0,1.3,55.0,35.0,55.0,145.0,postgraduate,yes,fail,48.333333333333336,63.04347826086957,High
3007,Karim Hossain,15.0,other,rajshahi,8,77.5,1.1,95.0,69.0,85.0,249.0,illiterate,yes,pass,83.0,118.57142857142857,Medium
4681,Tanvir Ahmed,18.0,female,khulna,8,82.9,2.9,74.0,40.0,82.0,196.0,graduate,no,fail,65.33333333333333,50.256410256410255,High
8074,Fatema Islam,16.0,female,rajshahi,9,84.0,4.6,74.0,58.0,61.0,193.0,secondary,no,fail,64.33333333333333,34.464285714285715,High
2911,Nadia Chowdhury,14.0,female,chattogram,6,82.0,4.9,86.0,62.0,36.0,184.0,primary,yes,pass,61.333333333333336,31.1864406779661,High
4558,Imran Khan,17.0,other,mymensingh,7,88.0,4.2,95.0,38.0,47.0,180.0,primary,yes,fail,60.0,34.61538461538461,High
4764,Rafi Khan,18.0,male,rajshahi,6,96.9,2.5,85.0,66.0,65.0,216.0,primary,yes,pass,72.0,61.714285714285715,High
3121,Nadia Sarker,18.0,female,sylhet,7,81.8,4.3,88.0,60.0,42.0,190.0,postgraduate,no,pass,63.333333333333336,35.84905660377358,High
8455,Tamim Das,16.0,male,sylhet,7,64.4,1.0,64.0,53.0,67.0,184.0,illiterate,yes,fail,61.333333333333336,92.0,Medium
4717,Jannat Akter,11.0,female,sylhet,9,94.9,0.9,89.0,81.0,38.0,208.0,secondary,no,fail,69.33333333333333,109.47368421052632,High
6765,Nusrat Khan,12.0,other,chattogram,7,76.8,4.6,69.0,44.0,86.0,199.0,higher secondary,no,fail,66.33333333333333,35.535714285714285,Medium
1506,Rupa Talukder,13.0,female,barishal,9,72.6,3.7,65.0,83.0,96.0,244.0,primary,no,fail,81.33333333333333,51.91489361702128,Medium
6196,Bristi Chowdhury,12.0,male,sylhet,10,79.7,2.1,45.0,47.0,31.0,123.0,higher secondary,yes,fail,41.0,39.67741935483871,Medium
5008,Tanvir Akter,15.0,other,rangpur,6,70.5,3.2,79.0,30.0,83.0,192.0,unknown,no,fail,64.0,45.714285714285715,Medium
3241,Shila Sarker,17.0,other,rangpur,8,72.5,4.3,37.0,91.0,47.0,175.0,secondary,no,pass,58.333333333333336,33.0188679245283,Medium
4520,Bristi Rahman,13.0,male,barishal,10,73.5,3.8,83.0,58.0,50.0,191.0,graduate,no,fail,63.666666666666664,39.79166666666667,Medium
4236,Sadia Khan,17.0,female,rajshahi,6,66.3,2.5,73.0,99.0,80.0,252.0,higher secondary,yes,pass,84.0,72.0,Medium
415,Riya Akter,12.0,male,rajshahi,7,82.5,1.2,97.0,66.0,85.0,248.0,higher secondary,yes,fail,82.66666666666667,112.72727272727272,High
9704,Lima Khan,14.0,female,chattogram,10,82.4,2.7,45.0,52.0,64.0,161.0,higher secondary,yes,fail,53.666666666666664,43.51351351351351,High
5798,Momo Ahmed,16.0,male,mymensingh,7,95.4,2.8,46.0,65.0,64.0,175.0,illiterate,yes,fail,58.333333333333336,46.05263157894737,High
1424,Sohan Talukder,12.0,male,mymensingh,10,87.8,0.1,61.0,82.0,88.0,231.0,secondary,yes,fail,77.0,209.99999999999997,High
6035,Tamim Ahmed,15.0,male,barishal,6,83.1,6.2,68.0,35.0,61.0,164.0,primary,yes,fail,54.666666666666664,22.77777777777778,High
6133,Priya Hossain,14.0,other,chattogram,7,83.6,5.3,34.0,55.0,53.0,142.0,graduate,yes,pass,47.333333333333336,22.53968253968254,High
5631,Nusrat Islam,12.0,female,rangpur,7,85.9,3.0,58.0,35.0,95.0,188.0,postgraduate,no,fail,62.666666666666664,47.0,High
7618,Priya Islam,14.0,other,chattogram,9,92.7,1.5,71.0,92.0,54.0,217.0,primary,yes,fail,72.33333333333333,86.8,High
2300,Tanvir Rahman,14.0,male,barishal,8,89.4,2.8,55.0,65.0,98.0,218.0,primary,no,pass,72.66666666666667,57.36842105263158,High
1930,Nadia Das,12.0,male,chattogram,8,84.8,1.6,57.0,84.0,87.0,228.0,graduate,yes,fail,76.0,87.6923076923077,High
5757,Lima Khan,12.0,female,barishal,6,87.1,4.4,34.0,41.0,50.0,125.0,primary,yes,pass,41.666666666666664,23.148148148148145,High
5028,Karim Ahmed,15.0,female,rangpur,7,84.0,5.2,54.0,52.0,89.0,195.0,graduate,yes,pass,65.0,31.451612903225804,High
2509,Imran Ahmed,12.0,other,dhaka,8,99.7,3.4,30.0,68.0,30.0,128.0,illiterate,yes,fail,42.666666666666664,29.09090909090909,High
157,Karim Khan,16.0,female,rangpur,9,78.4,1.6,77.0,36.0,36.0,149.0,primary,no,pass,49.666666666666664,57.30769230769231,Medium
5753,Anik Sarker,13.0,male,khulna,8,84.0,4.9,99.0,56.0,83.0,238.0,illiterate,yes,fail,79.33333333333333,40.33898305084745,High
7677,Riya Das,17.0,male,sylhet,6,74.7,2.8,99.0,51.0,88.0,238.0,illiterate,yes,fail,79.33333333333333,62.631578947368425,Medium
6658,Mim Das,12.0,male,rajshahi,6,87.3,0.5,48.0,79.0,83.0,210.0,primary,yes,pass,70.0,140.0,High
2541,Riya Khan,18.0,other,barishal,8,74.9,3.3,39.0,47.0,78.0,164.0,illiterate,no,pass,54.666666666666664,38.139534883720934,Medium
670,Rahim Chowdhury,18.0,male,barishal,8,85.8,0.6,92.0,64.0,64.0,220.0,secondary,yes,fail,73.33333333333333,137.5,High
1023,Tanvir Rahman,14.0,female,chattogram,8,80.5,5.6,45.0,52.0,36.0,133.0,postgraduate,yes,fail,44.333333333333336,20.151515151515152,High
4646,Anik Islam,16.0,female,rangpur,6,69.9,5.5,72.0,90.0,69.0,231.0,unknown,no,fail,77.0,35.53846153846154,Medium
7551,Hasan Hossain,18.0,female,rangpur,6,83.4,3.6,68.0,34.0,97.0,199.0,postgraduate,yes,fail,66.33333333333333,43.2608695652174,High
5221,Kabir Khan,16.0,female,khulna,10,87.7,3.4,58.0,70.0,97.0,225.0,postgraduate,no,pass,75.0,51.13636363636363,High
9307,Hasan Sarker,12.0,female,rangpur,8,77.0,4.9,94.0,69.0,53.0,216.0,secondary,yes,fail,72.0,36.61016949152542,Medium
2321,Mim Talukder,15.0,female,khulna,7,96.0,3.3,48.0,93.0,48.0,189.0,primary,yes,fail,63.0,43.95348837209303,High
9404,Tamim Das,13.0,other,dhaka,9,73.5,1.6,51.0,34.0,53.0,138.0,graduate,yes,fail,46.0,53.07692307692307,Medium
1653,Sohan Akter,11.0,male,mymensingh,9,77.9,2.8,56.0,97.0,51.0,204.0,graduate,yes,fail,68.0,53.684210526315795,Medium
884,Sohan Ahmed,15.0,male,dhaka,10,85.0,4.2,30.0,55.0,67.0,152.0,postgraduate,no,fail,50.666666666666664,29.23076923076923,High
34,Imran Hossain,18.0,female,chattogram,6,70.6,4.8,48.0,77.0,32.0,157.0,illiterate,no,pass,52.333333333333336,27.06896551724138,Medium
4104,Karim Talukder,15.0,female,barishal,6,93.1,2.2,95.0,42.0,44.0,181.0,higher secondary,no,pass,60.333333333333336,56.5625,High
7599,Rakib Rahman,13.0,male,sylhet,6,87.2,5.5,69.0,31.0,77.0,177.0,primary,yes,pass,59.0,27.23076923076923,High
669,Mitu Khan,12.0,other,khulna,7,85.6,3.7,43.0,42.0,36.0,121.0,secondary,no,fail,40.333333333333336,25.74468085106383,High
9465,Rahim Hossain,15.0,male,sylhet,10,84.0,3.2,35.0,73.0,37.0,145.0,illiterate,yes,fail,48.333333333333336,34.523809523809526,High
2609,Tamim Ahmed,16.0,other,rangpur,6,93.2,4.0,71.0,49.0,40.0,160.0,secondary,yes,fail,53.333333333333336,32.0,High
6942,Sabbir Khan,15.0,other,sylhet,9,85.2,4.9,54.0,55.0,42.0,151.0,primary,yes,fail,50.333333333333336,25.59322033898305,High
1910,Lima Sarker,17.0,female,chattogram,10,65.5,2.5,37.0,98.0,91.0,226.0,unknown,yes,pass,75.33333333333333,64.57142857142857,Medium
8406,Sadia Hossain,18.0,male,khulna,8,85.4,2.7,38.0,84.0,62.0,184.0,postgraduate,no,fail,61.333333333333336,49.729729729729726,High
6800,Sadia Rahman,15.0,female,khulna,10,99.4,3.2,65.0,51.0,76.0,192.0,primary,yes,fail,64.0,45.714285714285715,High
5096,Shila Rahman,13.0,male,barishal,8,59.1,1.4,65.0,36.0,95.0,196.0,primary,yes,fail,65.33333333333333,81.66666666666667,Low
6090,Arif Talukder,17.0,female,barishal,7,83.7,2.4,92.0,30.0,96.0,218.0,unknown,no,fail,72.66666666666667,64.11764705882354,High
6721,Zayed Akter,13.0,other,dhaka,9,69.7,5.2,51.0,75.0,91.0,217.0,higher secondary,yes,fail,72.33333333333333,35.0,Medium
4172 ,Hasan Chowdhury,16.0,other,barishal,8,96.6,3.4,98.0,30.0,79.0,207.0,higher secondary,no,pass,69.0,47.04545454545454,High
2450,Mim Sarker,14.0,female,sylhet,10,84.0,3.5,53.0,64.0,75.0,192.0,postgraduate,no,pass,64.0,42.666666666666664,High
3055,Sadia Rahman,14.0,male,barishal,7,72.9,4.0,69.0,42.0,55.0,166.0,secondary,no,pass,55.333333333333336,33.2,Medium
6262,Priya Talukder,14.0,female,dhaka,10,84.0,3.1,91.0,98.0,68.0,257.0,postgraduate,no,pass,85.66666666666667,62.6829268292683,High
8017,Bristi Islam,11.0,male,chattogram,7,82.6,2.6,76.0,77.0,48.0,201.0,primary,no,fail,67.0,55.83333333333333,High
1494,Hasan Rahman,18.0,female,dhaka,7,84.0,3.0,57.0,48.0,49.0,154.0,illiterate,yes,pass,51.333333333333336,38.5,High
5568,Hasan Akter,13.0,male,khulna,7,84.4,2.3,73.0,35.0,86.0,194.0,unknown,yes,fail,64.66666666666667,58.78787878787879,High
6125,Momo Sarker,18.0,male,rangpur,7,80.3,5.7,33.0,61.0,82.0,176.0,primary,no,fail,58.666666666666664,26.268656716417908,High
1737,Sadia Islam,12.0,other,mymensingh,9,85.8,4.3,47.0,84.0,82.0,213.0,secondary,no,fail,71.0,40.18867924528302,High
STU-01880,Mitu Ahmed,14.0,female,barishal,9,90.9,3.3,90.0,84.0,42.0,216.0,primary,yes,fail,72.0,50.23255813953489,High
599,Jannat Sarker,15.0,male,dhaka,8,79.9,6.3,50.0,41.0,79.0,170.0,higher secondary,yes,pass,56.666666666666664,23.28767123287671,Medium
6180,Lima Talukder,11.0,male,mymensingh,7,84.5,4.3,47.0,60.0,72.0,179.0,graduate,yes,pass,59.666666666666664,33.77358490566038,High
1259,Ayesha Sarker,15.0,female,dhaka,10,86.3,2.5,92.0,55.0,94.0,241.0,primary,yes,fail,80.33333333333333,68.85714285714286,High
9338,Sadia Das,18.0,female,dhaka,9,98.5,2.3,74.0,77.0,92.0,243.0,graduate,yes,pass,81.0,73.63636363636364,High
7097,Rahim Rahman,15.0,male,dhaka,10,73.2,4.1,68.0,75.0,80.0,223.0,primary,yes,pass,74.33333333333333,43.72549019607843,Medium
3306,Sadia Ahmed,15.0,male,rangpur,9,96.5,0.6,44.0,85.0,89.0,218.0,illiterate,yes,fail,72.66666666666667,136.25,High
9429,Kabir Islam,17.0,female,rangpur,8,78.8,3.8,65.0,68.0,40.0,173.0,secondary,no,fail,57.666666666666664,36.04166666666667,Medium
8671,Sohan Islam,14.0,female,rangpur,8,84.4,2.5,33.0,81.0,36.0,150.0,illiterate,no,pass,50.0,42.857142857142854,High
7268,Jannat Ahmed,15.0,male,mymensingh,8,81.9,4.9,45.0,92.0,71.0,208.0,primary,no,pass,69.33333333333333,35.25423728813559,High
8704,Kabir Khan,13.0,male,mymensingh,7,77.1,3.7,85.0,64.0,94.0,243.0,secondary,no,pass,81.0,51.702127659574465,Medium
790,Kabir Ahmed,11.0,male,mymensingh,7,84.0,5.0,99.0,77.0,68.0,244.0,primary,no,fail,81.33333333333333,40.666666666666664,High
2881,Mitu Islam,18.0,male,chattogram,7,88.1,2.4,44.0,33.0,91.0,168.0,postgraduate,yes,pass,56.0,49.411764705882355,High
9849,Riya Ahmed,11.0,male,mymensingh,8,84.0,4.9,39.0,46.0,81.0,166.0,graduate,yes,pass,55.333333333333336,28.135593220338983,High
4757,Farhan Rahman,16.0,male,dhaka,7,82.0,2.6,80.0,64.0,44.0,188.0,primary,no,fail,62.666666666666664,52.22222222222222,High
295,Sohan Hossain,11.0,other,rajshahi,8,83.9,2.9,41.0,61.0,42.0,144.0,unknown,no,pass,48.0,36.92307692307693,High
STU-02958,Rupa Rahman,17.0,male,mymensingh,6,67.0,4.8,75.0,77.0,56.0,208.0,primary,yes,pass,69.33333333333333,35.862068965517246,Medium
1323,Fatema Islam,13.0,female,chattogram,8,86.1,2.4,46.0,93.0,42.0,181.0,graduate,yes,pass,60.333333333333336,53.23529411764706,High
5729,Imran Rahman,12.0,male,khulna,8,73.5,4.0,70.0,78.0,40.0,188.0,primary,no,pass,62.666666666666664,37.6,Medium
8213,Jannat Das,12.0,female,mymensingh,7,78.9,3.5,35.0,97.0,77.0,209.0,unknown,yes,pass,69.66666666666667,46.44444444444444,Medium
2775,Kabir Chowdhury,18.0,male,mymensingh,10,86.0,2.3,77.0,81.0,67.0,225.0,postgraduate,yes,fail,75.0,68.18181818181819,High
7300 ,Jannat Islam,16.0,female,dhaka,10,84.0,3.9,93.0,67.0,39.0,199.0,primary,no,pass,66.33333333333333,40.61224489795918,High
7349,Zayed Ahmed,14.0,other,barishal,8,93.0,2.8,46.0,81.0,88.0,215.0,illiterate,no,pass,71.66666666666667,56.578947368421055,High
7741,Nusrat Islam,13.0,male,mymensingh,10,75.8,6.4,87.0,69.0,67.0,223.0,primary,yes,fail,74.33333333333333,30.135135135135133,Medium
